Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CPG,Crescent Point Energy Corporation,4.3,$2.35B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpg
CEQP,Crestwood Equity Partners LP,31.56,$2.27B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ceqp
CEQP^,Crestwood Equity Partners LP,9.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ceqp^
CRH,CRH PLC,39.86,$31.47B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/crh
CRT,Cross Timbers Royalty Trust,7.43,$44.58M,1992,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/crt
CAPL,CrossAmerica Partners LP,18.15,$625.45M,2012,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl
CCI,Crown Castle International Corporation,140.58,$58.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cci
CCI^A,Crown Castle International Corporation,1277.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cci^a
CCK,"Crown Holdings, Inc.",73.31,$9.94B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck
CRY,"CryoLife, Inc.",26.79,$1B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cry
CSS,"CSS Industries, Inc.",4.63,$41.12M,n/a,Consumer Services,Consumer: Greeting Cards,https://old.nasdaq.com/symbol/css
CTS,CTS Corporation,29.38,$957.84M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/cts
CUBE,CubeSmart,31.27,$6.05B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cube
CUB,Cubic Corporation,63.64,$1.99B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub
CFR,"Cullen/Frost Bankers, Inc.",97.86,$6.12B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cfr
CFR^A,"Cullen/Frost Bankers, Inc.",25.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cfr^a
CULP,"Culp, Inc.",14.45,$179.35M,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/culp
CMI,Cummins Inc.,181.42,$27.79B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cmi
CURO,CURO Group Holdings Corp.,12.33,$511.53M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/curo
CW,Curtiss-Wright Corporation,143.35,$6.12B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cw
SRF,Cushing Energy Income Fund (The),6.4838,$16.05M,2012,n/a,n/a,https://old.nasdaq.com/symbol/srf
SRV,Cushing MLP & Infrastructure Total Return Fund,9.91,$66.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srv
SZC,Cushing Renaissance Fund (The),13.61,$106.23M,2012,n/a,n/a,https://old.nasdaq.com/symbol/szc
CWK,Cushman & Wakefield plc,20.57,$4.51B,2018,Finance,Real Estate,https://old.nasdaq.com/symbol/cwk
CUBI,"Customers Bancorp, Inc",23.89,$748.24M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/cubi
CUBI^C,"Customers Bancorp, Inc",25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^c
CUBI^D,"Customers Bancorp, Inc",26.0322,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^d
CUBI^E,"Customers Bancorp, Inc",25.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^e
CUBI^F,"Customers Bancorp, Inc",25.8045,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cubi^f
CVI,CVR Energy Inc.,41.12,$4.13B,2007,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/cvi
UAN,"CVR Partners, LP",2.91,$329.65M,2011,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
CVS,CVS Health Corporation,74.38,$96.77B,n/a,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/cvs
CELP,"Cypress Energy Partners, L.P.",9.55,$115.24M,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/celp
DHI,"D.R. Horton, Inc.",52.8,$19.46B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/dhi
DAN,Dana Incorporated,18.37,$2.64B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dan
DHR,Danaher Corporation,153.24,$106.56B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr
DHR^A,Danaher Corporation,1186.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dhr^a
DAC,Danaos Corporation,9.17,$223.49M,2006,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dac
DQ,DAQO New Energy Corp.,51.03,$677.74M,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/dq
DRI,"Darden Restaurants, Inc.",108.7,$13.33B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/dri
DAR,Darling Ingredients Inc.,27.81,$4.55B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/dar
DVA,DaVita Inc.,74.23,$9.51B,n/a,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/dva
DCP,DCP Midstream LP,25.31,$5.27B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/dcp
DCP^B,DCP Midstream LP,24.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^b
DCP^C,DCP Midstream LP,24.45,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dcp^c
DECK,Deckers Outdoor Corporation,164.47,$4.6B,1993,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/deck
DE,Deere & Company,175.05,$54.81B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/de
DEX,Delaware Enhanced Global Dividend,10.26,$123.2M,2007,n/a,n/a,https://old.nasdaq.com/symbol/dex
DDF,"Delaware Investments Dividend & Income Fund, Inc.",15,$115.32M,1993,n/a,n/a,https://old.nasdaq.com/symbol/ddf
DKL,"Delek Logistics Partners, L.P.",32.1,$783.79M,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/dkl
DK,"Delek US Holdings, Inc.",34.84,$2.59B,2017,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk
DELL,Dell Technologies Inc.,50.46,$37.21B,2018,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/dell
DLPH,Delphi Technologies PLC,13.27,$1.14B,2017,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/dlph
DAL,"Delta Air Lines, Inc.",59.44,$38.44B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/dal
DLX,Deluxe Corporation,51,$2.15B,n/a,Consumer Durables,Publishing,https://old.nasdaq.com/symbol/dlx
DNR,Denbury Resources Inc.,1.37,$662.07M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dnr
DBI,Designer Brands Inc.,15.6,$1.12B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/dbi
DESP,"Despegar.com, Corp.",13.5,$934.68M,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/desp
DKT.CL,Deutsch Bk Contingent Cap Tr V,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dkt.cl
DB,Deutsche Bank AG,7.67,$15.84B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/db
DXB,Deutsche Bank AG,25.9,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/dxb
DVN,Devon Energy Corporation,26.23,$10.07B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/dvn
DHX,"DHI Group, Inc.",3.09,$166.55M,2007,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/dhx
DHT,"DHT Holdings, Inc.",7.87,$1.16B,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dht
DEO,Diageo plc,166.54,$101.32B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/deo
DO,"Diamond Offshore Drilling, Inc.",6.79,$934.94M,1995,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/do
DSSI,Diamond S Shipping Inc.,16.89,$683.26M,2019,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/dssi
DRH,Diamondrock Hospitality Company,11.14,$2.23B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DSX,Diana Shipping inc.,3.07,$288.37M,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/dsx
DSX^B,Diana Shipping inc.,25.6048,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dsx^b
DKS,Dick&#39;s Sporting Goods Inc,47.13,$4.14B,2002,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/dks
DBD,Diebold Nixdorf Incorporated,11.19,$859.32M,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/dbd
DLR,"Digital Realty Trust, Inc.",116.62,$24.36B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dlr
DLR^C,"Digital Realty Trust, Inc.",26.78,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^c
DLR^G,"Digital Realty Trust, Inc.",25.29,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^g
DLR^I,"Digital Realty Trust, Inc.",25.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^i
DLR^J,"Digital Realty Trust, Inc.",25.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^j
DLR^K,"Digital Realty Trust, Inc.",27.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^k
DLR^L,"Digital Realty Trust, Inc.",25.88,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlr^l
DDS,"Dillard&#39;s, Inc.",72.16,$1.78B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.27,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",81.8,$1.37B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",3.96,$300.95M,2014,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,85.34,$26.75B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,13.22,$164.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,68.11,$6.82B,2005,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,155.16,$39.5B,2009,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",81.43,$67.26B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/d
DCUE,"Dominion Energy, Inc.",105.59,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",26.35,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,288.27,$11.79B,2004,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,38.59,$2.51B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",58.17,$7.36B,n/a,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",10.66,$365.64M,2016,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,15.21,$830.41M,2014,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,19.7,$2B,2013,n/a,n/a,https://old.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,20.39,$304.47M,2012,n/a,n/a,https://old.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",55.45,$1.26B,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",43.15,$7.57B,2006,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dei
DOV,Dover Corporation,115.85,$16.83B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",1.87,$68.15M,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/dvd
DOW,Dow Inc.,54.93,$40.73B,2019,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dow
RDY,Dr. Reddy&#39;s Laboratories Ltd,40.79,$6.76B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,4.85,$333.17M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",47.39,$1.71B,1997,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,3.8,$254.81M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,23.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,23.4802,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ds^d
DTE,DTE Energy Company,128.76,$24.74B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,25.8,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtj
DTP,DTE Energy Company,51.0838,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtp
DTQ,DTE Energy Company,25.42,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtq
DTW,DTE Energy Company,26.85,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,27.14,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,50.86,$588.11M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/dco
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,3.94,$103.26M,2014,n/a,n/a,https://old.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",12.93,$3.85B,1987,n/a,n/a,https://old.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.9,$126.96M,1991,n/a,n/a,https://old.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",9.15,$251.58M,1993,n/a,n/a,https://old.nasdaq.com/symbol/duc
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,15.22,$577.29M,2011,n/a,n/a,https://old.nasdaq.com/symbol/dpg
DUK,Duke Energy Corporation,90.15,$65.72B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,27.85,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,27.17,n/a,2018,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.76,n/a,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,34.02,$12.5B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dre
DD,"DuPont de Nemours, Inc.",63.92,$47.35B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/dd
DXC,DXC Technology Company,37.52,$9.61B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",47.93,$1.51B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,2.03,$72.04M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,23.56,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,20.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dlng^b
DT,"Dynatrace, Inc.",25.87,$7.26B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dt
DX,"Dynex Capital, Inc.",16.9,$387.79M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",26.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",25.3575,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dx^b
CTA^A,E.I. du Pont de Nemours and Company,86.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,107.4662,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",15.69,$784.49M,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,16.92,$121.5M,2015,n/a,n/a,https://old.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,89.45,$3.72B,n/a,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,14.75,$393.32M,2014,n/a,n/a,https://old.nasdaq.com/symbol/ecc
ECCA.CL,Eagle Point Credit Company Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ecca.cl
ECCB,Eagle Point Credit Company Inc.,26.3,n/a,2016,n/a,n/a,https://old.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,25.8933,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.53,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/eccy
EIC,Eagle Point Income Company Inc.,18.635,$22.36M,2019,n/a,n/a,https://old.nasdaq.com/symbol/eic
ESTE,"Earthstone Energy, Inc.",6.59,$425.49M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",23.39,$1.73B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",130.85,$5.03B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,78.92,$10.73B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,3.58,$154.74M,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",95.13,$39.33B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,14.98,$1.25B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,10.31,$1.11B,2005,n/a,n/a,https://old.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,47.29,$5.37B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,15.8,$620.14M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,17.77,$870.43M,2005,n/a,n/a,https://old.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.78,$549.32M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.38,$221.48M,2017,n/a,n/a,https://old.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,15.84,$120.49M,2013,n/a,n/a,https://old.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,10.05,$215.69M,2016,n/a,n/a,https://old.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.8,$236.2M,2013,n/a,n/a,https://old.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,21.8,$332.19M,2009,n/a,n/a,https://old.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.76,$506.17M,1999,n/a,n/a,https://old.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.35,$595.31M,2007,n/a,n/a,https://old.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.4,$493.77M,2003,n/a,n/a,https://old.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.35,$240.45M,1998,n/a,n/a,https://old.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.32,$238.17M,2005,n/a,n/a,https://old.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,25.4,$1.85B,2003,n/a,n/a,https://old.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,26.05,$395.56M,2004,n/a,n/a,https://old.nasdaq.com/symbol/eto
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,18.42,$1.41B,2004,n/a,n/a,https://old.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.28,$432.48M,2005,n/a,n/a,https://old.nasdaq.com/symbol/etb
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,10.22,$99.46M,2010,n/a,n/a,https://old.nasdaq.com/symbol/exd
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,12.56,$1.88B,2006,n/a,n/a,https://old.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.91,$2.7B,2007,n/a,n/a,https://old.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,0.685,$12.06M,2010,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ect
ECL,Ecolab Inc.,192.2,$55.4B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,20.59,$42.33B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ec
EPC,Edgewell Personal Care,31.02,$1.68B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
EIX,Edison International,74.81,$26.83B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,237.32,$49.5B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ew
EP^C,El Paso Corporation,49.6458,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,67.72,$2.76B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ee
ELAN,Elanco Animal Health Incorporated,29.07,$10.84B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/elan
ESTC,Elastic N.V.,64.67,$5.22B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/estc
EGO,Eldorado Gold Corporation,7.46,$1.18B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
ESI,Element Solutions Inc.,11.65,$2.93B,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/esi
ELVT,"Elevate Credit, Inc.",4.47,$197.39M,2017,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,131.15,$125.92B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lly
